ObstacleID, Description    , Elevation at top of Obstacle (m), Easting NZTM, Northing NZTM, Latitude        , Longitude        , Date Surveyed, Source    , Surveyor
NZRO20781 , TREE           ,                           490.81,   1888748.38,    5770964.05, 38 09 46.83071 S, 176 17 44.45426 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20782 , TREE           ,                           498.94,   1888773.68,    5770988.17, 38 09 46.02026 S, 176 17 45.45702 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20783 , TREE           ,                           502.7 ,   1888804.47,    5771025.2 , 38 09 44.78531 S, 176 17 46.66615 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20784 , TREE           ,                           500.63,   1888822.49,    5771038.06, 38 09 44.34798 S, 176 17 47.38667 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20785 , TREE           ,                           501.86,   1888836.05,    5771055.63, 38 09 43.76322 S, 176 17 47.91733 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20786 , TREE           ,                           504.78,   1888849.83,    5771078.32, 38 09 43.01237 S, 176 17 48.44953 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20787 , TREE           ,                           500.75,   1888859.81,    5771080.81, 38 09 42.92020 S, 176 17 48.85534 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20788 , TREE           ,                           499.37,   1888866.59,    5771093.45, 38 09 42.50296 S, 176 17 49.11503 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20789 , TREE           ,                           499.48,   1888885.28,    5771116.13, 38 09 41.74676 S, 176 17 49.84868 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20790 , TREE           ,                           483.96,   1888912.31,    5771137.07, 38 09 41.03731 S, 176 17 50.92702 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20791 , TREE           ,                           481.76,   1888928.5 ,    5771153.46, 38 09 40.48774 S, 176 17 51.56729 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20792 , TREE           ,                           456.38,   1888992.41,    5771159.9 , 38 09 40.20543 S, 176 17 54.17981 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20793 , TREE           ,                           447.25,   1889059.84,    5771138.04, 38 09 40.83573 S, 176 17 56.97810 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20794 , TREE           ,                           493.69,   1888587.18,    5770950.26, 38 09 47.46313 S, 176 17 37.86090 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20795 , TREE           ,                           502.68,   1888612.18,    5770978.79, 38 09 46.51020 S, 176 17 38.84494 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20796 , TREE           ,                           515.66,   1888636.05,    5771007.85, 38 09 45.54139 S, 176 17 39.78183 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20797 , TREE           ,                           529.64,   1888665.68,    5771048.63, 38 09 44.18632 S, 176 17 40.93793 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20798 , TREE           ,                           529.75,   1888679.68,    5771057.98, 38 09 43.86732 S, 176 17 41.49865 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20799 , TREE           ,                           538.36,   1888696.4 ,    5771071.4 , 38 09 43.41336 S, 176 17 42.16502 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20800 , TREE           ,                           544.71,   1888718.93,    5771095.11, 38 09 42.61939 S, 176 17 43.05473 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20801 , TREE           ,                           544.7 ,   1888772.83,    5771097.07, 38 09 42.49378 S, 176 17 45.26317 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20802 , TREE           ,                           542.37,   1888799.94,    5771132.54, 38 09 41.31360 S, 176 17 46.32359 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20803 , TREE           ,                           522.04,   1888815.89,    5771195.31, 38 09 39.26199 S, 176 17 46.88631 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20804 , TREE           ,                           496.58,   1888866.09,    5771207.17, 38 09 38.81995 S, 176 17 48.92846 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20805 , TREE           ,                           483.44,   1888926.89,    5771198.34, 38 09 39.03586 S, 176 17 51.43569 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20806 , TREE           ,                           544.38,   1888482.82,    5771029.53, 38 09 45.01563 S, 176 17 33.46374 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20807 , TREE           ,                           545.72,   1888492.29,    5771045.84, 38 09 44.47641 S, 176 17 33.82847 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20808 , TREE           ,                           551.95,   1888517.38,    5771061.79, 38 09 43.93087 S, 176 17 34.83455 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20809 , TREE           ,                           564.63,   1888604.66,    5771098.3 , 38 09 42.64772 S, 176 17 38.36205 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20810 , TREE           ,                           564.55,   1888609.51,    5771136.93, 38 09 41.39083 S, 176 17 38.50466 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20811 , TREE           ,                           554.81,   1888672.62,    5771153.66, 38 09 40.77621 S, 176 17 41.06938 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20812 , TREE           ,                           550.4 ,   1888684.82,    5771178.01, 38 09 39.97342 S, 176 17 41.53436 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20813 , TREE           ,                           532.48,   1888736.5 ,    5771176.07, 38 09 39.97671 S, 176 17 43.65739 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20814 , TREE           ,                           524.37,   1888797.47,    5771213.39, 38 09 38.69758 S, 176 17 46.10423 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20815 , TREE           ,                           521.25,   1888781.87,    5771197.13, 38 09 39.24225 S, 176 17 45.48797 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20816 , TREE           ,                           489.13,   1888815.1 ,    5771264.17, 38 09 37.03240 S, 176 17 46.75337 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20817 , TREE           ,                           486.69,   1888838.02,    5771309.78, 38 09 35.52859 S, 176 17 47.62707 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20818 , TREE           ,                           459.73,   1888895.48,    5771377.57, 38 09 33.26651 S, 176 17 49.88535 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20819 , TREE           ,                           558.32,   1888547.87,    5771089.62, 38 09 42.99429 S, 176 17 36.04485 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20820 , TREE           ,                           560.02,   1888557.01,    5771093.93, 38 09 42.84415 S, 176 17 36.41354 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20821 , TREE           ,                           561.73,   1888572.55,    5771108.36, 38 09 42.35884 S, 176 17 37.03003 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20822 , TREE           ,                           561.58,   1888580.4 ,    5771126.79, 38 09 41.75282 S, 176 17 37.32520 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20823 , TREE           ,                           562.35,   1888589.15,    5771135.71, 38 09 41.45380 S, 176 17 37.67116 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20824 , TREE           ,                           561.69,   1888599.81,    5771143.82, 38 09 41.17883 S, 176 17 38.09666 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20825 , TREE           ,                           543.92,   1888631.59,    5771196   , 38 09 39.45202 S, 176 17 39.32432 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20826 , TREE           ,                           545.84,   1888613.35,    5771168.06, 38 09 40.37805 S, 176 17 38.61678 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20827 , TREE           ,                           528.73,   1888668.76,    5771226.79, 38 09 38.41185 S, 176 17 40.80431 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20828 , TREE           ,                           533.78,   1888656.87,    5771208.55, 38 09 39.01637 S, 176 17 40.34313 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20829 , TREE           ,                           507.21,   1888688.39,    5771235.35, 38 09 38.11196 S, 176 17 41.59714 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20830 , TREE           ,                           484.57,   1888712.83,    5771265.35, 38 09 37.11204 S, 176 17 42.55602 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20831 , TREE           ,                           470.06,   1888798.07,    5771376.62, 38 09 33.40958 S, 176 17 45.89056 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20832 , TREE           ,                           544.74,   1888517.78,    5771169.91, 38 09 40.42820 S, 176 17 34.69327 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20833 , TREE           ,                           545.22,   1888510.85,    5771169.06, 38 09 40.46371 S, 176 17 34.41020 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20834 , TREE           ,                           542.81,   1888546.59,    5771200.22, 38 09 39.41323 S, 176 17 35.83101 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20835 , TREE           ,                           510.77,   1888584.86,    5771257.28, 38 09 37.52087 S, 176 17 37.31781 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20836 , TREE           ,                           456.65,   1888664.84,    5771343.31, 38 09 34.64207 S, 176 17 40.47347 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20837 , TREE           ,                           534.06,   1888384.62,    5771155.52, 38 09 41.04763 S, 176 17 29.25127 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20838 , TREE           ,                           527.14,   1888405.58,    5771198.74, 38 09 39.62352 S, 176 17 30.04816 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20839 , TREE           ,                           481.18,   1888477.11,    5771273.96, 38 09 37.10466 S, 176 17 32.87302 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20840 , TREE           ,                           508.28,   1888450.22,    5771250.9 , 38 09 37.88257 S, 176 17 31.80348 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20841 , TREE           ,                           513.57,   1888446.92,    5771217.8 , 38 09 38.95854 S, 176 17 31.71636 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20842 , TREE           ,                           442.09,   1888550.44,    5771347.93, 38 09 34.62420 S, 176 17 35.77351 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20843 , TREE           ,                           399.98,   1888728.74,    5771530.24, 38 09 28.51345 S, 176 17 42.82214 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20844 , TREE           ,                           404.83,   1888669.12,    5771483.64, 38 09 30.09160 S, 176 17 40.44430 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20845 , TREE           ,                           415.41,   1888661.08,    5771456.52, 38 09 30.97933 S, 176 17 40.15404 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20846 , TREE           ,                           402.08,   1888670.2 ,    5771500.1 , 38 09 29.55719 S, 176 17 40.46459 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20847 , TREE           ,                           521.49,   1888297.67,    5771260.13, 38 09 37.75917 S, 176 17 25.53162 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20848 , TREE           ,                           476.29,   1888366.8 ,    5771337.82, 38 09 35.16309 S, 176 17 28.25445 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20849 , TREE           ,                           431.96,   1888467.52,    5771358.56, 38 09 34.37535 S, 176 17 32.35623 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20850 , TREE           ,                           432.77,   1888477.66,    5771372.58, 38 09 33.90954 S, 176 17 32.75178 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20851 , TREE           ,                           418.51,   1888498.67,    5771411.21, 38 09 32.63405 S, 176 17 33.55738 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20852 , TREE           ,                           399.01,   1888626.81,    5771535.01, 38 09 28.47637 S, 176 17 38.63364 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20853 , TREE           ,                           526.59,   1888218.09,    5771220.83, 38 09 39.12373 S, 176 17 22.32408 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20854 , TREE           ,                           515.29,   1888245.49,    5771264.58, 38 09 37.67507 S, 176 17 23.38443 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20855 , TREE           ,                           514.43,   1888259.84,    5771268.91, 38 09 37.51830 S, 176 17 23.96684 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20856 , TREE           ,                           503.04,   1888269.21,    5771296.65, 38 09 36.60897 S, 176 17 24.31082 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20857 , TREE           ,                           473.54,   1888329.53,    5771349.71, 38 09 34.82085 S, 176 17 26.70813 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20858 , TREE           ,                           442.41,   1888361.09,    5771379.64, 38 09 33.81504 S, 176 17 27.95924 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20859 , TREE           ,                           412.42,   1888407.19,    5771441.27, 38 09 31.76567 S, 176 17 29.76064 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20860 , TREE           ,                           387.7 ,   1888526.44,    5771586.03, 38 09 26.93933 S, 176 17 34.44168 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20861 , TREE           ,                           397.7 ,   1888416.3 ,    5771615.56, 38 09 26.10960 S, 176 17 29.88030 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20862 , TREE           ,                           408.71,   1888315.52,    5771496.11, 38 09 30.09479 S, 176 17 25.92002 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20863 , TREE           ,                           473.79,   1888204.03,    5771376.57, 38 09 34.09518 S, 176 17 21.52037 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20864 , TREE           ,                           483.41,   1888085.38,    5771320.53, 38 09 36.04688 S, 176 17 16.73438 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20865 , TREE           ,                           488.04,   1888082.86,    5771303.54, 38 09 36.60012 S, 176 17 16.65574 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20866 , TREE           ,                           488.05,   1888051.69,    5771289.8 , 38 09 37.08102 S, 176 17 15.39699 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20867 , TREE           ,                           414.98,   1888123.48,    5771449.04, 38 09 31.84037 S, 176 17 18.11028 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20868 , TREE           ,                           474.53,   1888048.89,    5771363.75, 38 09 34.68885 S, 176 17 15.17444 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20869 , TREE           ,                           479.15,   1887968.33,    5771382.46, 38 09 34.17539 S, 176 17 11.84224 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20870 , TREE           ,                           383.88,   1888342.03,    5771681.23, 38 09 24.06789 S, 176 17 26.73778 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20871 , TREE           ,                           378.69,   1888356.82,    5771739.16, 38 09 22.17441 S, 176 17 27.26009 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20872 , TREE           ,                           361.37,   1888381.56,    5771778.97, 38 09 20.85641 S, 176 17 28.21698 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20873 , TREE           ,                           373.92,   1888376.98,    5771734.92, 38 09 22.28855 S, 176 17 28.09329 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20874 , TREE           ,                           358.22,   1888225.11,    5771921.69, 38 09 16.41342 S, 176 17 21.59109 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20875 , TREE           ,                           350.35,   1888290.35,    5771964.99, 38 09 14.93581 S, 176 17 24.20429 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20876 , TREE           ,                           347.34,   1888320.07,    5771971.14, 38 09 14.70241 S, 176 17 25.41449 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20877 , TREE           ,                           341.26,   1888162.39,    5772122.47, 38 09 09.98188 S, 176 17 18.72582 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20878 , TREE           ,                           389.8 ,   1888096.38,    5771722.5 , 38 09 23.01361 S, 176 17 16.60033 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20879 , TREE           ,                           394.84,   1887955.11,    5771610.55, 38 09 26.80228 S, 176 17 10.96791 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20880 , TREE           ,                           379.66,   1887738.7 ,    5771898.34, 38 09 17.72874 S, 176 17 01.67144 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20881 , TREE           ,                           378.89,   1887684.12,    5771808.47, 38 09 20.70248 S, 176 16 59.56309 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20882 , TREE           ,                           376.52,   1887738.76,    5772040.09, 38 09 13.13708 S, 176 17 01.46778 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20883 , TREE           ,                           369.07,   1887645.27,    5772227.91, 38 09 07.16049 S, 176 16 57.35966 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20884 , TREE           ,                           423.84,   1888882.91,    5771501.78, 38 09 29.25763 S, 176 17 49.18831 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20885 , TREE           ,                           424.76,   1888887.62,    5771501.38, 38 09 29.26516 S, 176 17 49.38212 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20886 , TREE           ,                           424.7 ,   1888894.25,    5771492.74, 38 09 29.53738 S, 176 17 49.66672 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20887 , TREE           ,                           425.87,   1888896.92,    5771488.4 , 38 09 29.67488 S, 176 17 49.78259 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20888 , TREE           ,                           411.52,   1888913.23,    5771489.14, 38 09 29.63211 S, 176 17 50.45061 E, 2/07/2022    , LiDAR-2022, LINZ
